Country,Pollutant,Variable,Year,Unit,Emissions
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,9.344
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,9.456
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,9.303
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,9.312
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,9.741
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,9.657
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,9.604
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,9.378
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,9.623
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,9.024
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,7.998
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,8.054
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,7.938
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,7.759
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,6.885
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,6.523
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,6.671
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,6.651
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,6.9
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,6.488
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,6.369
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,5.929
Italy,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,6.6
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,16.605
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,16.188
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,16.28
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,16.379
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,16.479
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,16.55
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,16.843
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,16.892
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,16.889
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,16.784
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,16.644
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,16.099
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,16.29
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,16.231
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,16.593
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,16.329
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,15.929
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,16.234
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,15.69
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,14.591
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,14.865
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,14.467
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,13.884
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,14.152
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,14.069
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,13.93
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,13.313
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,13.339
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,13.542
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,13.238
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,11.83
OECD America,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,12.38
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,8.832
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,8.306
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,7.307
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,7.154
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,6.994
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,6.902
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,7.479
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,7.304
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,7.166
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,7.448
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,7.274
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,7.305
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,7.227
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,7.299
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,7.294
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,7.034
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,7.111
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,6.924
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,6.564
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,6.117
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,6.17
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,6.094
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,5.725
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,5.518
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,5.462
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,5.741
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,5.924
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,6.1
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,6.16
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,6.077
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,5.729
Hungary,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,5.872
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,9.344
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,9.93
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,10.376
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,10.583
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,10.755
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,10.436
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,10.826
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,10.816
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,11.14
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,11.408
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,11.763
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,11.516
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,11.669
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,12.056
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,12.175
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,12.188
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,12.315
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,12.541
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,12.427
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,11.772
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,11.081
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,10.41
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,9.643
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,8.844
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,9.379
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,9.493
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,10.098
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,10.074
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,9.791
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,9.745
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,9.189
Cyprus,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,9.373
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,8.089
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,8.739
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,8.843
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,8.624
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,8.704
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,8.745
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,9.571
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,9.353
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,9.933
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,9.566
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,9.467
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,9.366
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,9.363
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,9.686
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,9.991
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,9.782
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,10.35
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,10.742
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,10.111
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,8.916
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,9.156
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,8.996
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,9.768
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,9.739
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,9
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,8.495
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,8.251
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,8.404
Argentina,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,8.223
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,6.549
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,6.414
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,6.274
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,6.325
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,6.364
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,6.959
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,6.218
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,5.948
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,6.561
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,5.728
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,5.624
Peru,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,6.41
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,11.118
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,10.527
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,9.321
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,8.641
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,6.318
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,5.546
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,5.689
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,5.8
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,5.843
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,4.935
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,4.535
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,4.52
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,4.638
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,5.107
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,5.257
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,5.281
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,5.372
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,4.997
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,5.326
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,4.816
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,4.7
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,4.748
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,5.053
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,4.998
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,4.928
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,4.587
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,4.888
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,5.386
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,5.393
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,5.857
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,5.449
Belarus,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,5.107
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,8.246
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,7.854
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,8.115
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,8.125
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,8.188
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,7.76
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,7.461
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,8.109
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,8.105
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,7.872
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,8.258
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,7.474
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,7.62
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,7.966
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,7.966
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,7.915
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,8.091
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,7.458
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,8.02
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,7.462
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,6.953
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,6.649
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,6.851
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,6.76
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,5.868
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,5.643
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,5.283
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,5.426
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,5.344
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,5.215
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,4.791
Liechtenstein,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,4.718
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,3.375
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,3.377
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,3.534
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,3.481
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,3.478
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,3.345
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,3.44
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,3.37
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,3.317
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,3.336
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,3.271
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,3.287
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,3.305
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,3.218
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,3.066
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,3.039
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,2.913
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,2.923
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,2.941
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,2.78
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,2.643
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,2.54
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,2.567
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,2.57
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,2.358
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,2.401
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,2.33
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,2.248
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,2.339
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,2.243
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,1.887
Monaco,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,2.005
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,9.85
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,7.884
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,7.21
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,6.7
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,6.616
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,6.948
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,7.138
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,6.837
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,5.992
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,5.223
Romania,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,4.871
